,tracker,work_start_date,work_start_hour,work_finish_date,work_finish_hour,duration,duration_seconds,ay,hafta,gün,hafta_günü,çeyrek,gün_saati
560,DD_126,2022-06-13,1900-01-01 00:00:00,2022-06-13,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,24,164,1,2,0
561,HD_022,2022-06-13,1900-01-01 00:01:00,2022-06-13,1900-01-01 23:59:00,0 days 23:58:00,86280.0,6,24,164,1,2,0
562,DD_234,2022-06-13,1900-01-01 00:04:00,2022-06-13,1900-01-01 23:59:00,0 days 23:55:00,86100.0,6,24,164,1,2,0
563,HD_023,2022-06-13,1900-01-01 00:00:00,2022-06-13,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,24,164,1,2,0
564,HD_024,2022-06-14,1900-01-01 00:07:00,2022-06-14,1900-01-01 23:55:00,0 days 23:48:00,85680.0,6,24,165,2,2,0
565,HD_022,2022-06-14,1900-01-01 00:00:00,2022-06-14,1900-01-01 23:55:00,0 days 23:55:00,86100.0,6,24,165,2,2,0
566,DD_234,2022-06-14,1900-01-01 00:00:00,2022-06-14,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,24,165,2,2,0
567,HD_023,2022-06-14,1900-01-01 00:00:00,2022-06-14,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,24,165,2,2,0
568,DD_126,2022-06-14,1900-01-01 00:00:00,2022-06-14,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,24,165,2,2,0
569,HD_022,2022-06-15,1900-01-01 00:04:00,2022-06-15,1900-01-01 23:52:00,0 days 23:48:00,85680.0,6,24,166,3,2,0
570,HD_024,2022-06-15,1900-01-01 00:03:00,2022-06-15,1900-01-01 23:59:00,0 days 23:56:00,86160.0,6,24,166,3,2,0
571,DD_126,2022-06-15,1900-01-01 00:00:00,2022-06-15,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,24,166,3,2,0
572,DD_234,2022-06-15,1900-01-01 00:00:00,2022-06-15,1900-01-01 22:00:00,0 days 22:00:00,79200.0,6,24,166,3,2,0
573,HD_023,2022-06-15,1900-01-01 00:00:00,2022-06-15,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,24,166,3,2,0
574,HD_024,2022-06-16,1900-01-01 00:00:00,2022-06-16,1900-01-01 23:54:00,0 days 23:54:00,86040.0,6,24,167,4,2,0
575,DD_126,2022-06-16,1900-01-01 00:00:00,2022-06-16,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,24,167,4,2,0
576,HD_022,2022-06-16,1900-01-01 00:01:00,2022-06-16,1900-01-01 23:55:00,0 days 23:54:00,86040.0,6,24,167,4,2,0
577,HD_023,2022-06-16,1900-01-01 00:01:00,2022-06-16,1900-01-01 23:58:00,0 days 23:57:00,86220.0,6,24,167,4,2,0
578,DD_234,2022-06-16,1900-01-01 15:25:00,2022-06-16,1900-01-01 23:59:00,0 days 08:34:00,30840.0,6,24,167,4,2,15
579,HD_024,2022-06-17,1900-01-01 00:01:00,2022-06-17,1900-01-01 23:56:00,0 days 23:55:00,86100.0,6,24,168,5,2,0
580,DD_126,2022-06-17,1900-01-01 00:00:00,2022-06-17,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,24,168,5,2,0
581,DD_234,2022-06-17,1900-01-01 00:00:00,2022-06-17,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,24,168,5,2,0
582,HD_023,2022-06-17,1900-01-01 00:00:00,2022-06-17,1900-01-01 23:55:00,0 days 23:55:00,86100.0,6,24,168,5,2,0
583,HD_022,2022-06-17,1900-01-01 00:12:00,2022-06-17,1900-01-01 23:49:00,0 days 23:37:00,85020.0,6,24,168,5,2,0
584,HD_023,2022-06-18,1900-01-01 00:17:00,2022-06-18,1900-01-01 23:57:00,0 days 23:40:00,85200.0,6,24,169,6,2,0
585,HD_024,2022-06-18,1900-01-01 00:07:00,2022-06-18,1900-01-01 23:59:00,0 days 23:52:00,85920.0,6,24,169,6,2,0
586,DD_234,2022-06-18,1900-01-01 00:00:00,2022-06-18,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,24,169,6,2,0
587,HD_022,2022-06-18,1900-01-01 00:50:00,2022-06-18,1900-01-01 23:59:00,0 days 23:09:00,83340.0,6,24,169,6,2,0
588,DD_126,2022-06-18,1900-01-01 00:02:00,2022-06-18,1900-01-01 23:59:00,0 days 23:57:00,86220.0,6,24,169,6,2,0
589,HD_023,2022-06-19,1900-01-01 00:02:00,2022-06-19,1900-01-01 23:59:00,0 days 23:57:00,86220.0,6,25,170,0,2,0
590,HD_024,2022-06-19,1900-01-01 00:00:00,2022-06-19,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,25,170,0,2,0
591,HD_022,2022-06-19,1900-01-01 00:00:00,2022-06-19,1900-01-01 23:26:00,0 days 23:26:00,84360.0,6,25,170,0,2,0
592,DD_234,2022-06-19,1900-01-01 00:00:00,2022-06-19,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,25,170,0,2,0
593,DD_126,2022-06-19,1900-01-01 00:00:00,2022-06-19,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,25,170,0,2,0
594,DD_234,2022-06-20,1900-01-01 00:00:00,2022-06-20,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,25,171,1,2,0
595,DD_126,2022-06-20,1900-01-01 00:00:00,2022-06-20,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,25,171,1,2,0
596,HD_022,2022-06-20,1900-01-01 00:04:00,2022-06-20,1900-01-01 23:58:00,0 days 23:54:00,86040.0,6,25,171,1,2,0
597,HD_023,2022-06-20,1900-01-01 00:01:00,2022-06-20,1900-01-01 23:59:00,0 days 23:58:00,86280.0,6,25,171,1,2,0
598,HD_024,2022-06-20,1900-01-01 00:00:00,2022-06-20,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,25,171,1,2,0
599,DD_126,2022-06-21,1900-01-01 00:00:00,2022-06-21,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,25,172,2,2,0
600,HD_023,2022-06-21,1900-01-01 00:00:00,2022-06-21,1900-01-01 23:58:00,0 days 23:58:00,86280.0,6,25,172,2,2,0
601,DD_234,2022-06-21,1900-01-01 00:00:00,2022-06-21,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,25,172,2,2,0
602,HD_024,2022-06-21,1900-01-01 00:00:00,2022-06-21,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,25,172,2,2,0
603,HD_022,2022-06-21,1900-01-01 00:00:00,2022-06-21,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,25,172,2,2,0
604,HD_022,2022-06-22,1900-01-01 00:00:00,2022-06-22,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,25,173,3,2,0
605,HD_024,2022-06-22,1900-01-01 00:00:00,2022-06-22,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,25,173,3,2,0
606,DD_126,2022-06-22,1900-01-01 00:00:00,2022-06-22,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,25,173,3,2,0
607,HD_023,2022-06-22,1900-01-01 00:08:00,2022-06-22,1900-01-01 23:59:00,0 days 23:51:00,85860.0,6,25,173,3,2,0
608,DD_234,2022-06-22,1900-01-01 00:00:00,2022-06-22,1900-01-01 23:50:00,0 days 23:50:00,85800.0,6,25,173,3,2,0
609,HD_024,2022-06-23,1900-01-01 00:00:00,2022-06-23,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,25,174,4,2,0
610,DD_234,2022-06-23,1900-01-01 01:37:00,2022-06-23,1900-01-01 23:59:00,0 days 22:22:00,80520.0,6,25,174,4,2,1
611,HD_023,2022-06-23,1900-01-01 00:00:00,2022-06-23,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,25,174,4,2,0
612,DD_126,2022-06-23,1900-01-01 00:00:00,2022-06-23,1900-01-01 09:06:00,0 days 09:06:00,32760.0,6,25,174,4,2,0
613,HD_022,2022-06-23,1900-01-01 00:00:00,2022-06-23,1900-01-01 23:57:00,0 days 23:57:00,86220.0,6,25,174,4,2,0
614,DD_234,2022-06-24,1900-01-01 00:00:00,2022-06-24,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,25,175,5,2,0
615,HD_022,2022-06-24,1900-01-01 00:04:00,2022-06-24,1900-01-01 23:58:00,0 days 23:54:00,86040.0,6,25,175,5,2,0
616,HD_024,2022-06-24,1900-01-01 00:00:00,2022-06-24,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,25,175,5,2,0
617,HD_023,2022-06-24,1900-01-01 00:00:00,2022-06-24,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,25,175,5,2,0
618,HD_023,2022-06-25,1900-01-01 00:00:00,2022-06-25,1900-01-01 23:58:00,0 days 23:58:00,86280.0,6,25,176,6,2,0
619,HD_022,2022-06-25,1900-01-01 00:00:00,2022-06-25,1900-01-01 23:56:00,0 days 23:56:00,86160.0,6,25,176,6,2,0
620,DD_234,2022-06-25,1900-01-01 00:00:00,2022-06-25,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,25,176,6,2,0
621,HD_024,2022-06-25,1900-01-01 00:01:00,2022-06-25,1900-01-01 23:59:00,0 days 23:58:00,86280.0,6,25,176,6,2,0
622,HD_024,2022-06-26,1900-01-01 00:01:00,2022-06-26,1900-01-01 16:45:00,0 days 16:44:00,60240.0,6,26,177,0,2,0
623,HD_022,2022-06-26,1900-01-01 00:00:00,2022-06-26,1900-01-01 23:38:00,0 days 23:38:00,85080.0,6,26,177,0,2,0
624,DD_234,2022-06-26,1900-01-01 00:00:00,2022-06-26,1900-01-01 23:55:00,0 days 23:55:00,86100.0,6,26,177,0,2,0
625,HD_023,2022-06-26,1900-01-01 00:02:00,2022-06-26,1900-01-01 23:58:00,0 days 23:56:00,86160.0,6,26,177,0,2,0
626,DD_126,2022-06-26,1900-01-01 12:16:00,2022-06-26,1900-01-01 23:58:00,0 days 11:42:00,42120.0,6,26,177,0,2,12
627,DD_126,2022-06-27,1900-01-01 00:01:00,2022-06-27,1900-01-01 00:17:00,0 days 00:16:00,960.0,6,26,178,1,2,0
628,HD_022,2022-06-27,1900-01-01 00:05:00,2022-06-27,1900-01-01 00:20:00,0 days 00:15:00,900.0,6,26,178,1,2,0
629,HD_023,2022-06-27,1900-01-01 00:02:00,2022-06-27,1900-01-01 00:19:00,0 days 00:17:00,1020.0,6,26,178,1,2,0
630,DD_126,2022-06-30,1900-01-01 00:23:00,2022-06-30,1900-01-01 23:59:00,0 days 23:36:00,84960.0,6,26,181,4,2,0
631,HD_022,2022-06-30,1900-01-01 23:53:00,2022-06-30,1900-01-01 23:55:00,0 days 00:02:00,120.0,6,26,181,4,2,23
632,DD_234,2022-06-30,1900-01-01 00:38:00,2022-06-30,1900-01-01 23:59:00,0 days 23:21:00,84060.0,6,26,181,4,2,0
633,HD_023,2022-06-30,1900-01-01 00:23:00,2022-06-30,1900-01-01 23:59:00,0 days 23:36:00,84960.0,6,26,181,4,2,0
634,HD_022,2022-07-01,1900-01-01 00:00:00,2022-07-01,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,26,182,5,3,0
635,HD_023,2022-07-01,1900-01-01 00:00:00,2022-07-01,1900-01-01 23:57:00,0 days 23:57:00,86220.0,7,26,182,5,3,0
636,HD_024,2022-07-01,1900-01-01 00:01:00,2022-07-01,1900-01-01 23:59:00,0 days 23:58:00,86280.0,7,26,182,5,3,0
637,DD_234,2022-07-01,1900-01-01 00:00:00,2022-07-01,1900-01-01 23:58:00,0 days 23:58:00,86280.0,7,26,182,5,3,0
638,DD_234,2022-07-02,1900-01-01 00:00:00,2022-07-02,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,26,183,6,3,0
639,HD_022,2022-07-02,1900-01-01 00:04:00,2022-07-02,1900-01-01 23:59:00,0 days 23:55:00,86100.0,7,26,183,6,3,0
640,DD_126,2022-07-02,1900-01-01 00:00:00,2022-07-02,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,26,183,6,3,0
641,HD_023,2022-07-02,1900-01-01 00:00:00,2022-07-02,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,26,183,6,3,0
642,,2022-07-02,1900-01-01 16:17:00,2022-07-02,1900-01-01 16:17:00,0 days 00:00:00,0.0,7,26,183,6,3,16
643,HD_022,2022-07-03,1900-01-01 00:01:00,2022-07-03,1900-01-01 23:57:00,0 days 23:56:00,86160.0,7,27,184,0,3,0
644,DD_234,2022-07-03,1900-01-01 00:00:00,2022-07-03,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,27,184,0,3,0
645,DD_126,2022-07-03,1900-01-01 00:00:00,2022-07-03,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,27,184,0,3,0
646,HD_024,2022-07-03,1900-01-01 08:00:00,2022-07-03,1900-01-01 20:13:00,0 days 12:13:00,43980.0,7,27,184,0,3,8
647,HD_023,2022-07-03,1900-01-01 00:01:00,2022-07-03,1900-01-01 23:59:00,0 days 23:58:00,86280.0,7,27,184,0,3,0
648,DD_234,2022-07-04,1900-01-01 00:00:00,2022-07-04,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,27,185,1,3,0
649,HD_024,2022-07-04,1900-01-01 00:13:00,2022-07-04,1900-01-01 23:58:00,0 days 23:45:00,85500.0,7,27,185,1,3,0
650,HD_022,2022-07-04,1900-01-01 00:01:00,2022-07-04,1900-01-01 23:58:00,0 days 23:57:00,86220.0,7,27,185,1,3,0
651,DD_126,2022-07-04,1900-01-01 00:00:00,2022-07-04,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,27,185,1,3,0
652,HD_023,2022-07-04,1900-01-01 00:00:00,2022-07-04,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,27,185,1,3,0
653,HD_022,2022-07-05,1900-01-01 00:00:00,2022-07-05,1900-01-01 23:57:00,0 days 23:57:00,86220.0,7,27,186,2,3,0
654,DD_234,2022-07-05,1900-01-01 00:00:00,2022-07-05,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,27,186,2,3,0
655,DD_126,2022-07-05,1900-01-01 00:00:00,2022-07-05,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,27,186,2,3,0
656,HD_024,2022-07-05,1900-01-01 00:01:00,2022-07-05,1900-01-01 23:59:00,0 days 23:58:00,86280.0,7,27,186,2,3,0
657,HD_023,2022-07-05,1900-01-01 00:00:00,2022-07-05,1900-01-01 23:57:00,0 days 23:57:00,86220.0,7,27,186,2,3,0
658,HD_022,2022-07-06,1900-01-01 00:17:00,2022-07-06,1900-01-01 23:50:00,0 days 23:33:00,84780.0,7,27,187,3,3,0
659,HD_024,2022-07-06,1900-01-01 00:01:00,2022-07-06,1900-01-01 23:59:00,0 days 23:58:00,86280.0,7,27,187,3,3,0
660,HD_023,2022-07-06,1900-01-01 00:00:00,2022-07-06,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,27,187,3,3,0
661,DD_234,2022-07-06,1900-01-01 00:00:00,2022-07-06,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,27,187,3,3,0
662,DD_126,2022-07-06,1900-01-01 00:00:00,2022-07-06,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,27,187,3,3,0
663,DD_126,2022-07-07,1900-01-01 00:00:00,2022-07-07,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,27,188,4,3,0
664,HD_022,2022-07-07,1900-01-01 00:14:00,2022-07-07,1900-01-01 23:51:00,0 days 23:37:00,85020.0,7,27,188,4,3,0
665,DD_234,2022-07-07,1900-01-01 00:00:00,2022-07-07,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,27,188,4,3,0
666,HD_023,2022-07-07,1900-01-01 00:00:00,2022-07-07,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,27,188,4,3,0
667,HD_024,2022-07-07,1900-01-01 00:00:00,2022-07-07,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,27,188,4,3,0
668,HD_024,2022-07-08,1900-01-01 00:00:00,2022-07-08,1900-01-01 23:56:00,0 days 23:56:00,86160.0,7,27,189,5,3,0
669,HD_023,2022-07-08,1900-01-01 00:00:00,2022-07-08,1900-01-01 23:57:00,0 days 23:57:00,86220.0,7,27,189,5,3,0
670,DD_234,2022-07-08,1900-01-01 00:00:00,2022-07-08,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,27,189,5,3,0
671,DD_126,2022-07-08,1900-01-01 00:00:00,2022-07-08,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,27,189,5,3,0
672,HD_022,2022-07-08,1900-01-01 00:09:00,2022-07-08,1900-01-01 23:53:00,0 days 23:44:00,85440.0,7,27,189,5,3,0
673,DD_126,2022-07-09,1900-01-01 00:00:00,2022-07-09,1900-01-01 23:57:00,0 days 23:57:00,86220.0,7,27,190,6,3,0
674,DD_234,2022-07-09,1900-01-01 00:00:00,2022-07-09,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,27,190,6,3,0
675,HD_022,2022-07-09,1900-01-01 00:26:00,2022-07-09,1900-01-01 23:59:00,0 days 23:33:00,84780.0,7,27,190,6,3,0
676,HD_023,2022-07-09,1900-01-01 00:00:00,2022-07-09,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,27,190,6,3,0
677,HD_024,2022-07-09,1900-01-01 00:13:00,2022-07-09,1900-01-01 23:54:00,0 days 23:41:00,85260.0,7,27,190,6,3,0
678,HD_023,2022-07-10,1900-01-01 00:01:00,2022-07-10,1900-01-01 23:59:00,0 days 23:58:00,86280.0,7,28,191,0,3,0
679,DD_126,2022-07-10,1900-01-01 00:01:00,2022-07-10,1900-01-01 23:59:00,0 days 23:58:00,86280.0,7,28,191,0,3,0
680,HD_022,2022-07-10,1900-01-01 00:01:00,2022-07-10,1900-01-01 23:45:00,0 days 23:44:00,85440.0,7,28,191,0,3,0
681,HD_024,2022-07-10,1900-01-01 00:01:00,2022-07-10,1900-01-01 23:59:00,0 days 23:58:00,86280.0,7,28,191,0,3,0
682,DD_234,2022-07-10,1900-01-01 00:00:00,2022-07-10,1900-01-01 23:56:00,0 days 23:56:00,86160.0,7,28,191,0,3,0
683,HD_024,2022-07-11,1900-01-01 00:00:00,2022-07-11,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,28,192,1,3,0
684,HD_022,2022-07-11,1900-01-01 00:10:00,2022-07-11,1900-01-01 23:51:00,0 days 23:41:00,85260.0,7,28,192,1,3,0
685,DD_234,2022-07-11,1900-01-01 00:06:00,2022-07-11,1900-01-01 23:57:00,0 days 23:51:00,85860.0,7,28,192,1,3,0
686,DD_126,2022-07-11,1900-01-01 00:00:00,2022-07-11,1900-01-01 23:54:00,0 days 23:54:00,86040.0,7,28,192,1,3,0
687,HD_023,2022-07-11,1900-01-01 00:00:00,2022-07-11,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,28,192,1,3,0
688,HD_022,2022-07-12,1900-01-01 00:04:00,2022-07-12,1900-01-01 23:57:00,0 days 23:53:00,85980.0,7,28,193,2,3,0
689,HD_024,2022-07-12,1900-01-01 00:00:00,2022-07-12,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,28,193,2,3,0
690,DD_126,2022-07-12,1900-01-01 00:04:00,2022-07-12,1900-01-01 23:59:00,0 days 23:55:00,86100.0,7,28,193,2,3,0
691,DD_234,2022-07-12,1900-01-01 00:02:00,2022-07-12,1900-01-01 23:59:00,0 days 23:57:00,86220.0,7,28,193,2,3,0
692,HD_023,2022-07-12,1900-01-01 00:00:00,2022-07-12,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,28,193,2,3,0
693,HD_024,2022-07-13,1900-01-01 00:00:00,2022-07-13,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,28,194,3,3,0
694,DD_234,2022-07-13,1900-01-01 00:00:00,2022-07-13,1900-01-01 23:56:00,0 days 23:56:00,86160.0,7,28,194,3,3,0
695,DD_126,2022-07-13,1900-01-01 00:00:00,2022-07-13,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,28,194,3,3,0
696,HD_023,2022-07-13,1900-01-01 00:00:00,2022-07-13,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,28,194,3,3,0
697,HD_022,2022-07-13,1900-01-01 00:00:00,2022-07-13,1900-01-01 23:58:00,0 days 23:58:00,86280.0,7,28,194,3,3,0
698,DD_234,2022-07-14,1900-01-01 00:00:00,2022-07-14,1900-01-01 23:56:00,0 days 23:56:00,86160.0,7,28,195,4,3,0
699,HD_023,2022-07-14,1900-01-01 00:03:00,2022-07-14,1900-01-01 23:58:00,0 days 23:55:00,86100.0,7,28,195,4,3,0
700,HD_024,2022-07-14,1900-01-01 00:11:00,2022-07-14,1900-01-01 23:59:00,0 days 23:48:00,85680.0,7,28,195,4,3,0
701,DD_126,2022-07-14,1900-01-01 00:00:00,2022-07-14,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,28,195,4,3,0
702,HD_022,2022-07-14,1900-01-01 00:00:00,2022-07-14,1900-01-01 23:58:00,0 days 23:58:00,86280.0,7,28,195,4,3,0
703,HD_023,2022-07-15,1900-01-01 00:00:00,2022-07-15,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,28,196,5,3,0
704,DD_126,2022-07-15,1900-01-01 00:00:00,2022-07-15,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,28,196,5,3,0
705,HD_022,2022-07-15,1900-01-01 00:00:00,2022-07-15,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,28,196,5,3,0
706,DD_234,2022-07-15,1900-01-01 00:00:00,2022-07-15,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,28,196,5,3,0
707,HD_024,2022-07-15,1900-01-01 00:00:00,2022-07-15,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,28,196,5,3,0
708,DD_126,2022-07-16,1900-01-01 00:00:00,2022-07-16,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,28,197,6,3,0
709,HD_024,2022-07-16,1900-01-01 00:00:00,2022-07-16,1900-01-01 08:11:00,0 days 08:11:00,29460.0,7,28,197,6,3,0
710,DD_234,2022-07-16,1900-01-01 00:00:00,2022-07-16,1900-01-01 23:58:00,0 days 23:58:00,86280.0,7,28,197,6,3,0
711,HD_022,2022-07-16,1900-01-01 00:00:00,2022-07-16,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,28,197,6,3,0
712,HD_023,2022-07-16,1900-01-01 00:00:00,2022-07-16,1900-01-01 23:27:00,0 days 23:27:00,84420.0,7,28,197,6,3,0
713,HD_023,2022-07-17,1900-01-01 00:15:00,2022-07-17,1900-01-01 23:59:00,0 days 23:44:00,85440.0,7,29,198,0,3,0
714,DD_234,2022-07-17,1900-01-01 00:00:00,2022-07-17,1900-01-01 23:56:00,0 days 23:56:00,86160.0,7,29,198,0,3,0
715,DD_126,2022-07-17,1900-01-01 00:00:00,2022-07-17,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,29,198,0,3,0
716,HD_022,2022-07-17,1900-01-01 00:00:00,2022-07-17,1900-01-01 23:50:00,0 days 23:50:00,85800.0,7,29,198,0,3,0
717,HD_024,2022-07-17,1900-01-01 17:09:00,2022-07-17,1900-01-01 23:49:00,0 days 06:40:00,24000.0,7,29,198,0,3,17
718,DD_126,2022-07-18,1900-01-01 00:00:00,2022-07-18,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,29,199,1,3,0
719,HD_022,2022-07-18,1900-01-01 00:11:00,2022-07-18,1900-01-01 23:59:00,0 days 23:48:00,85680.0,7,29,199,1,3,0
720,HD_024,2022-07-18,1900-01-01 00:09:00,2022-07-18,1900-01-01 23:59:00,0 days 23:50:00,85800.0,7,29,199,1,3,0
721,DD_234,2022-07-18,1900-01-01 00:00:00,2022-07-18,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,29,199,1,3,0
722,HD_023,2022-07-18,1900-01-01 00:00:00,2022-07-18,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,29,199,1,3,0
723,HD_022,2022-07-19,1900-01-01 00:00:00,2022-07-19,1900-01-01 23:44:00,0 days 23:44:00,85440.0,7,29,200,2,3,0
724,DD_126,2022-07-19,1900-01-01 00:00:00,2022-07-19,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,29,200,2,3,0
725,HD_023,2022-07-19,1900-01-01 00:00:00,2022-07-19,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,29,200,2,3,0
726,HD_024,2022-07-19,1900-01-01 00:00:00,2022-07-19,1900-01-01 23:46:00,0 days 23:46:00,85560.0,7,29,200,2,3,0
727,DD_234,2022-07-19,1900-01-01 00:00:00,2022-07-19,1900-01-01 23:58:00,0 days 23:58:00,86280.0,7,29,200,2,3,0
728,DD_234,2022-07-20,1900-01-01 00:00:00,2022-07-20,1900-01-01 23:57:00,0 days 23:57:00,86220.0,7,29,201,3,3,0
729,DD_126,2022-07-20,1900-01-01 00:00:00,2022-07-20,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,29,201,3,3,0
730,HD_022,2022-07-20,1900-01-01 00:05:00,2022-07-20,1900-01-01 23:58:00,0 days 23:53:00,85980.0,7,29,201,3,3,0
731,HD_023,2022-07-20,1900-01-01 00:00:00,2022-07-20,1900-01-01 23:58:00,0 days 23:58:00,86280.0,7,29,201,3,3,0
732,HD_024,2022-07-20,1900-01-01 00:15:00,2022-07-20,1900-01-01 23:58:00,0 days 23:43:00,85380.0,7,29,201,3,3,0
733,DD_234,2022-07-21,1900-01-01 00:04:00,2022-07-21,1900-01-01 23:47:00,0 days 23:43:00,85380.0,7,29,202,4,3,0
734,DD_126,2022-07-21,1900-01-01 00:00:00,2022-07-21,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,29,202,4,3,0
735,HD_022,2022-07-21,1900-01-01 00:00:00,2022-07-21,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,29,202,4,3,0
736,HD_023,2022-07-21,1900-01-01 00:06:00,2022-07-21,1900-01-01 23:56:00,0 days 23:50:00,85800.0,7,29,202,4,3,0
737,HD_024,2022-07-21,1900-01-01 00:00:00,2022-07-21,1900-01-01 23:56:00,0 days 23:56:00,86160.0,7,29,202,4,3,0
738,HD_024,2022-07-22,1900-01-01 00:01:00,2022-07-22,1900-01-01 23:38:00,0 days 23:37:00,85020.0,7,29,203,5,3,0
739,HD_023,2022-07-22,1900-01-01 00:01:00,2022-07-22,1900-01-01 23:59:00,0 days 23:58:00,86280.0,7,29,203,5,3,0
740,HD_022,2022-07-22,1900-01-01 00:00:00,2022-07-22,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,29,203,5,3,0
741,DD_126,2022-07-22,1900-01-01 00:00:00,2022-07-22,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,29,203,5,3,0
742,DD_234,2022-07-22,1900-01-01 00:03:00,2022-07-22,1900-01-01 23:58:00,0 days 23:55:00,86100.0,7,29,203,5,3,0
743,HD_023,2022-07-23,1900-01-01 00:00:00,2022-07-23,1900-01-01 23:48:00,0 days 23:48:00,85680.0,7,29,204,6,3,0
744,DD_126,2022-07-23,1900-01-01 00:00:00,2022-07-23,1900-01-01 23:59:00,0 days 23:59:00,86340.0,7,29,204,6,3,0
745,HD_024,2022-07-23,1900-01-01 00:04:00,2022-07-23,1900-01-01 23:44:00,0 days 23:40:00,85200.0,7,29,204,6,3,0
746,DD_234,2022-07-23,1900-01-01 00:00:00,2022-07-23,1900-01-01 23:58:00,0 days 23:58:00,86280.0,7,29,204,6,3,0
747,HD_022,2022-07-23,1900-01-01 00:11:00,2022-07-23,1900-01-01 23:45:00,0 days 23:34:00,84840.0,7,29,204,6,3,0
